"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_CELLULAR_RESPONSE_TO_STARVATION","REACTOME_CELLULAR_RESPONSE_TO_STARVATION",143,-0.605615197831667,-2.66342289896694,1e-10,6.92222222222222e-09,5.74853801169591e-09,1445,"tags=43%, list=11%, signal=38%","RPL31/RPS15/NPRL2/RPL37/RPS18/RPL9/FAU/RPL10/RPSA/RPLP1/RPTOR/DEPDC5/RPL28/RPL8/RPS23/RPS4X/RPL6/RPS21/RPS6/RPS17/RPL22/RPL36AL/RPS16/RPL37A/RPLP2/RPL10A/RPS3A/RPL34/RPL36A/RPS27A/RPL5/RPS11/RPL27/RPS19/RPS25/RPS20/RPS15A/RPL26/RPS5/RPL32/RPL12/RPL3/RPL4/RPS12/RPS7/RPL11/ATP6V0E2/RPS4Y1/RPL38/RPS27/RPL14/RPL19/RPL18A/RPS2/RPS29/RPL36/RPL35/RPL30/RPL13/RPL13A/RPL21"
"REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY","REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",36,-0.769433190493746,-2.62590146770132,1e-10,6.92222222222222e-09,5.74853801169591e-09,1439,"tags=67%, list=11%, signal=60%","RPS15/RPS18/FAU/RPSA/RPS23/RPS4X/RPS21/RPS6/RPS17/RPS16/RPS3A/RPS27A/RPS11/RPS19/RPS25/RPS20/RPS15A/RPS5/RPS12/RPS7/RPS4Y1/RPS27/RPS2/RPS29"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS","REACTOME_SIGNALING_BY_ROBO_RECEPTORS",181,-0.569129421657038,-2.60704747670253,1e-10,6.92222222222222e-09,5.74853801169591e-09,1445,"tags=36%, list=11%, signal=33%","RPL31/PRKACB/RPS15/RPL37/RPS18/RPL9/PSMA7/FAU/RPL10/PSMC5/RPSA/RPLP1/SOS1/RPL28/CXCR4/RPL8/RPS23/RPS4X/NELL2/RPL6/RPS21/RPS6/RPS17/RPL22/RPL36AL/RPS16/RPL37A/RPLP2/ROBO3/RPL10A/RPS3A/RPL34/AKAP5/RPL36A/RPS27A/RPL5/RPS11/RPL27/RPS19/RPS25/RPS20/RPS15A/RPL26/RPS5/RPL32/RPL12/RPL3/EVL/RPL4/RPS12/RPS7/RPL11/RPS4Y1/RPL38/RPS27/RPL14/RPL19/RPL18A/RPS2/RPS29/RPL36/RPL35/RPL30/RPL13/RPL13A/RPL21"
"REACTOME_TRANSLATION","REACTOME_TRANSLATION",256,-0.509014811083952,-2.44659746952528,1e-10,6.92222222222222e-09,5.74853801169591e-09,2905,"tags=48%, list=22%, signal=38%","SRPRB/MRPL52/GSPT1/MRPS22/RPL7A/MRPS16/EIF2B2/MTRF1L/MRPL36/MRPL17/RPL23A/MRPS6/EIF2B5/MRPS15/OXA1L/MRPS21/RPS10/MRPL16/GSPT2/MRPL41/SPCS3/SSR2/RPS3/RPL41/MRPL24/PABPC1/RPS8/MTIF2/EIF3D/PTCD3/MRPS26/EIF2S3/MRPL21/MRPL3/MRPL37/MRPS35/RPL29/MRPS17/SEC11A/PARS2/EIF3L/MRPL46/UBA52/IARS2/EIF4H/GADD45GIP1/MRPL14/RPL31/RPS15/EIF3E/EEF2/TSFM/RPL37/RPS18/EARS2/RPL9/FAU/CHCHD1/EIF3F/RPL10/MRPL34/MRPL45/EIF4B/RPSA/RPLP1/MRPL43/DDOST/RPL28/YARS2/RPL8/RPS23/EEF1B2/RPS4X/EIF3K/HARS2/MRPS30/RPL6/RPS21/RPS6/RPS17/RPL22/RPL36AL/RPS16/RPL37A/RPLP2/RPL10A/EIF3M/RPS3A/RPL34/RPL36A/RPS27A/RPL5/RPS11/RPL27/RPS19/RPS25/RPS20/MRPS9/RPS15A/RPL26/RPS5/RPL32/RPL12/RPL3/RPL4/RPS12/RPS7/RPL11/RPS4Y1/RPL38/RPS27/RPL14/RPL19/RPL18A/RPS2/RPS29/RPL36/RPL35/RPL30/RPL13/RPL13A/RPL21"
"REACTOME_CELL_CYCLE_CHECKPOINTS","REACTOME_CELL_CYCLE_CHECKPOINTS",225,0.455302143177832,2.17031263428248,1e-10,6.92222222222222e-09,5.74853801169591e-09,2837,"tags=43%, list=21%, signal=34%","AURKB/CCNB2/YWHAH/CENPU/KIF2C/GTSE1/PSMB3/CDCA8/MCM2/CDK1/CDC45/NUF2/SKA1/BUB1/UBE2C/SKA2/RMI2/BIRC5/PLK1/UBE2D1/CDC6/ORC1/BUB1B/SPC24/CCNA2/SEH1L/MCM4/TOPBP1/ZWINT/CDC25A/CENPE/CCNB1/CENPA/MCM7/CHEK1/PIAS4/CDK2/NUP98/PSMB2/CCNA1/CKAP5/NUP37/MAD2L1/MCM6/CENPM/CDC20/DNA2/BARD1/EXO1/DYNLL1/RAD1/BRCA1/MDM2/ANAPC11/PPP2R5B/PSMB7/CDC25C/CCNE1/CENPO/NDEL1/BLM/RFC3/MCM10/DSN1/UBB/RFC4/UIMC1/NUP107/SEC13/RFC5/DYNC1I2/UBE2N/PPP2R5A/PSMA2/AHCTF1/RMI1/CENPF/KNTC1/ZNF385A/WEE1/YWHAB/ORC6/NUDC/HUS1/PSMD3/RPA1/RCC2/CLIP1/SPC25/PSMA1/TOP3A/INCENP/PSMD2/BRIP1/CDC7/CENPK"
"REACTOME_CELL_CYCLE_MITOTIC","REACTOME_CELL_CYCLE_MITOTIC",457,0.403307080450394,2.05631105118611,1e-10,6.92222222222222e-09,5.74853801169591e-09,2837,"tags=37%, list=21%, signal=30%","TYMS/AURKB/E2F1/MYBL2/HJURP/TK1/PTTG1/CCNB2/PCNA/CENPU/CDT1/KIF2C/GTSE1/FOXM1/TOP2A/PSMB3/E2F2/CDCA8/MCM2/RRM2/CDK1/TPX2/CDC45/NUF2/SKA1/BUB1/UBE2C/SKA2/BIRC5/PLK1/UBE2D1/ARPP19/TFDP1/LYN/CDC6/ORC1/BUB1B/FBXO5/SPC24/CCNA2/POLE2/LBR/CDCA5/SEH1L/MCM4/POLD1/ZWINT/CDC25A/TUBA1C/CENPE/CCNB1/CENPA/MCM7/RAD21/MAPK1/AURKA/CDK2/TUBG1/CDKN2B/NUP98/CCND3/PSMB2/CCNA1/CKAP5/ESPL1/NUP37/MAD2L1/SMC3/RAB1A/DCTN2/CETN2/MCM6/VRK1/CENPM/JAK2/CDC20/HAUS1/FBXL18/DNA2/KIF20A/DYNLL1/POLE/CNEP1R1/AKAP9/HMMR/PHLDA1/TUBB6/NUP214/PRKAR2B/CHMP3/GINS3/CEP152/ANAPC11/SMC2/GMNN/HAUS2/PPP2R5B/PSMB7/CDC25C/CKS1B/CCNE1/CENPO/NEK7/NCAPH/NDEL1/RFC3/KIF23/RB1/CDK11B/MCM10/DSN1/UBB/RFC4/POLA1/NUP107/SEC13/RFC5/TUBGCP6/DYNC1I2/CENPJ/GINS2/PPP2R5A/PSMA2/MAPK3/LIN54/SIRT2/CHMP6/PPP1CB/PRKACA/AHCTF1/NUP93/HAUS4/USO1/CENPF/NCAPG2/KNTC1/NUP205/IST1/FZR1/WEE1/ORC6/E2F3/NUDC/DYRK1A/GOLGA2/CDK11A/NCAPG/PSMD3/CHMP2B/LIN9/NEK6/RPA1/TMPO/RCC2/MZT2B/CLIP1/DHFR/SPC25/PSMA1/INCENP/CC2D1B/CEP164/PSMD2/PLK4/CDKN2C/TUBGCP2/CDC7/CENPK"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",273,-0.421349882477944,-2.04060197259024,1e-10,6.92222222222222e-09,5.74853801169591e-09,1784,"tags=29%, list=13%, signal=25%","RPL29/ASNS/GCSH/UBA52/DIO2/SLC5A5/TXN2/DLST/RPL31/RPS15/RPL37/RPS18/NAGS/RPL9/PSMA7/IVD/FAU/RPL10/MCCC2/SERINC5/PSMC5/TAT/RPSA/RPLP1/RPL28/AGMAT/ALDH7A1/RPL8/TSTD1/RPS23/CARNS1/RPS4X/RPL6/RPS21/RPS6/RPS17/RPL22/RPL36AL/RPS16/RPL37A/RPLP2/PAOX/RPL10A/RPS3A/RPL34/RPL36A/RPS27A/RPL5/RPS11/RPL27/RPS19/RPS25/RPS20/RPS15A/RPL26/RPS5/RPL32/RPL12/RPL3/RPL4/RPS12/MCCC1/RPS7/RPL11/RPS4Y1/RPL38/RPS27/RPL14/RPL19/RPL18A/RPS2/RPS29/RPL36/RPL35/RPL30/RPL13/RPL13A/RPL21"
"REACTOME_HEMOSTASIS","REACTOME_HEMOSTASIS",476,0.387885451304404,1.98828687469808,1e-10,6.92222222222222e-09,5.74853801169591e-09,1981,"tags=29%, list=15%, signal=25%","SERPINE1/GNB2/GNAQ/CLU/CEACAM1/CDK5/QSOX1/MAPK14/SRGN/KLC1/CEACAM3/P2RX4/ACTN1/CEACAM8/CEACAM6/KIF4A/SDC1/PRTN3/FERMT3/KIF2C/GNA15/MERTK/NRAS/MFN2/HBD/SLC8A1/SRI/SLC16A3/ITGAM/ALDOA/SDC4/MYB/OLR1/ORM1/IGF2/TOR4A/HBB/FGR/CAP1/LYN/THBS1/F2/LHFPL2/GAS6/KIF11/KIF5B/GNAI3/PRKCD/SERPINB2/PLEK/RHOA/THBD/RACGAP1/TUBA1C/DOCK5/CENPE/KRAS/PPBP/CLEC3B/NFE2/MAFG/DOCK4/MAPK1/CDK2/RAC1/CRK/SCCPDH/SYK/MICAL1/ANXA5/GP1BA/PLAUR/F5/ITGA2B/PF4/VTI1B/CD58/KDM1A/GNG5/MGLL/RCOR1/FN1/PDE2A/TBXA2R/VEGFA/SIRPA/JAK2/KLC2/F13A1/TMX3/KIF20A/F3/ADRA2B/IGF1/ITIH4/RAP1A/DOCK2/CAPZA1/LRP8/SERPINB8/TUBB6/PRKAR2B/TIMP1/ITGAX/CD47/KIF1B/TREM1/ESAM/PPP2R5B/HMG20B/CAPZA2/HGF/ALB/SLC7A5/HDAC2/NHLRC2/PIK3CB/ACTB/LAMP2/CD36/BRPF3/KIF23/GRB2/MMRN1/SELL/IRF2/VCL/RAPGEF3/PDPK1/KIF3B/GNAI2/ANXA2/GP9/PLAU/ATP2B1/DOCK6/MAFF"
"REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",49,-0.681866717561223,-2.47094825009699,2.05346388136788e-10,1.34663999799178e-08,1.11831301683359e-08,1439,"tags=51%, list=11%, signal=46%","RPS15/DDX20/RPS18/FAU/RPSA/RPS23/RPS4X/RPS21/RPS6/RPS17/RPS16/RPS3A/RPS27A/RPS11/RPS19/RPS25/RPS20/RPS15A/RPS5/RPS12/RPS7/RPS4Y1/RPS27/RPS2/RPS29"
"REACTOME_ANTIMICROBIAL_PEPTIDES","REACTOME_ANTIMICROBIAL_PEPTIDES",32,0.772088747441216,2.60473652582178,6.04283107495825e-10,3.76468375969899e-08,3.12636997193892e-08,428,"tags=56%, list=3%, signal=55%","S100A9/TLR2/DEFA4/RNASE3/CLU/LCN2/S100A8/LTF/BPI/DEFA1/PRTN3/PGLYRP1/CAMP/CTSG/DEFA1B/DEFA3/SLC11A1/ELANE"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",59,-0.63068781878947,-2.37961978248318,2.89391874042976e-09,1.65896371940213e-07,1.37768128425471e-07,2371,"tags=63%, list=18%, signal=52%","RPS10/RPS3/PABPC1/RPS8/EIF3D/EIF2S3/EIF3L/EIF4H/RPS15/EIF3E/RPS18/FAU/EIF3F/EIF4B/RPSA/RPS23/RPS4X/EIF3K/RPS21/RPS6/RPS17/RPS16/EIF3M/RPS3A/RPS27A/RPS11/RPS19/RPS25/RPS20/RPS15A/RPS5/RPS12/RPS7/RPS4Y1/RPS27/RPS2/RPS29"
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2",109,0.530203970715535,2.29489903252153,2.92914942430553e-09,1.65896371940213e-07,1.37768128425471e-07,1782,"tags=35%, list=13%, signal=30%","SERPINE1/CLU/QSOX1/SRGN/ACTN1/FERMT3/ALDOA/ORM1/IGF2/TOR4A/CAP1/THBS1/LHFPL2/GAS6/PLEK/PPBP/CLEC3B/SCCPDH/ANXA5/F5/ITGA2B/PF4/VTI1B/FN1/VEGFA/F13A1/TMX3/IGF1/ITIH4/TIMP1/HGF/ALB/NHLRC2/LAMP2/CD36/BRPF3/MMRN1/VCL"
"REACTOME_RHO_GTPASE_EFFECTORS","REACTOME_RHO_GTPASE_EFFECTORS",238,0.417669292518666,1.99925543856556,4.35809939105435e-09,2.36095297445814e-07,1.9606460876002e-07,2893,"tags=37%, list=22%, signal=30%","S100A9/AURKB/S100A8/MAPK14/KLC1/YWHAH/CENPU/NCF4/CYBB/KIF2C/CDCA8/NUF2/CYBA/SKA1/BUB1/MYL6/SKA2/BIRC5/ARPC5/PLK1/ACTR3/BUB1B/SPC24/KIF5B/SEH1L/PRKCD/ZWINT/RHOA/TUBA1C/CENPE/PRC1/CENPA/MAPK1/DLG4/RAC1/NUP98/KDM1A/CKAP5/LIMK2/NUP37/MAD2L1/ROCK1/CENPM/CDC20/KLC2/DYNLL1/TUBB6/ARPC4/PAK1/PPP2R5B/CDC25C/CENPO/ACTB/NDEL1/GRB2/DSN1/WASF1/DVL3/NUP107/RHOQ/PDPK1/SEC13/DYNC1I2/PPP2R5A/MAPK3/MYL9/PPP1CB/AHCTF1/ACTR2/CENPF/KNTC1/CIT/MYL12B/YWHAB/NUDC/BRK1/PIK3C3/PAK2/TAX1BP3/RCC2/CLIP1/RHOB/SPC25/INCENP/KIF14/DIAPH2/CENPK/IQGAP1/ARPC3"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",443,-0.348079835578689,-1.76241373229619,9.41238384462193e-09,4.88659594599955e-07,4.05805847336112e-07,2371,"tags=27%, list=18%, signal=23%","RPS10/SHC1/CD72/DOK6/GSPT2/MYO9B/FYN/RPS3/RPL41/SEMA5A/RND1/PABPC1/RPS8/EPHB3/TYROBP/COL5A3/NCK1/EPHB1/VLDLR/PRX/RPL29/PTPRA/UBA52/PTK2/CNTNAP1/PMP22/PLXNA3/COL6A2/GIT1/RPL31/PRKACB/RPS15/DLG3/RPL37/RPS18/RPL9/PSMA7/FAU/CACNB3/PLXNA4/RPL10/SPTAN1/PSMC5/AGAP2/MSN/RPSA/RPLP1/SCD5/PTPRC/SOS1/NCAM1/RPL28/CXCR4/RHOC/LIMK1/MBP/KALRN/ARPC1B/EFNA5/RPL8/RPS23/RPS4X/NELL2/APH1A/RPL6/RPS21/RPS6/RPS17/EPHA4/DOK2/RPL22/RPL36AL/RPS16/RPL37A/RPLP2/ROBO3/TIAM1/RPL10A/RPS3A/EZR/RPL34/AKAP5/PLXNA1/RPL36A/RPS27A/RPL5/ANK3/RPS11/RPL27/RPS19/RPS25/RPS20/RPS15A/RPL26/RPS5/PRKCQ/RPL32/RPL12/RPL3/EVL/RPL4/RPS12/RPS7/RPL11/RPS4Y1/RPL38/RPS27/RPL14/RPL19/RPL18A/RPS2/RPS29/RPL36/RPL35/PLCG1/RPL30/RPL13/RPL13A/ABLIM1/PIK3R1/RPL21"
