"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS",67,0.615617886262339,2.47392854896799,6.87647836942037e-10,3.12567198610017e-09,1.18446517368006e-09,2050,"tags=52%, list=15%, signal=44%","MAL2/LDLR/SCD/JAG1/ATF3/HMGCS1/PLAUR/DHCR7/SQLE/PPARG/HMGCR/FASN/NFIL3/CLU/CHKA/CYP51A1/NSDHL/TMEM97/TRIB3/ANXA5/CBS/ATXN2/TP53INP1/STARD4/ERRFI1/ALDOC/LSS/EBP/SC5D/S100A11/CXCL16/FADS2/ANTXR2/MVK/GLDC"
"HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM",158,0.468314480826431,2.17062113631304,3.60065623815284e-09,1.40884710534333e-08,5.33878903077472e-09,2290,"tags=35%, list=17%, signal=29%","SERPINE1/FABP1/PYCR1/VTN/RBP4/AQP9/IDH1/NQO1/TPST1/ETS2/PTGR1/PGD/ETFDH/SLC35B1/SLC6A6/SHMT2/MAN1A1/UPB1/MTHFD1/SLC1A5/NINJ1/FAS/GART/TMEM97/BCAT1/CA2/IGF1/PROS1/ARG1/ALAS1/IL1R1/SMOX/PC/VNN1/FAH/HNF4A/MAOA/ATP2A2/GCH1/PTS/UGDH/FBLN1/UPP1/BLVRB/CDA/DHPS/MCCC2/BCAR1/AHCY/MBL2/APOE/ALDH2/KYNU/EPHA2/AKR1C2"
"HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",193,0.443438998016002,2.11058393217284,3.66300247389266e-09,1.40884710534333e-08,5.33878903077472e-09,3099,"tags=42%, list=23%, signal=33%","MCM2/RRM2/KPNA2/TFRC/CDCA8/CDKN3/CDK1/MKI67/CCNB2/CDC25A/BIRC5/PLK1/TRIP13/PTTG1/CDC20/BUB1B/TK1/AURKB/CCNE1/SPAG5/NME1/KIF4A/STMN1/TUBG1/TOP2A/CDCA3/HELLS/DLGAP5/HUS1/CDKN1A/DSCC1/LBR/ORC6/MELK/CSE1L/NOP56/MYBL2/ESPL1/MCM3/RAD51AP1/DEPDC1/MLH1/ATAD2/RPA1/BARD1/E2F8/AURKA/SRSF1/KIF2C/MCM4/KIF22/PAICS/GINS1/CENPE/IPO7/TMPO/MXD3/DONSON/GINS4/TIMELESS/MCM7/RAN/HMMR/TIPIN/CENPM/CHEK1/SMC3/UBE2T/CKS2/CDKN2A/POLD3/PRDX4/CKS1B/MAD2L1/WDR90/MTHFD2/ASF1B/SPC25/HMGB2/DNMT1/ZW10/XPO1"
"HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANDROGEN_RESPONSE",86,0.559372756402232,2.37354144124717,6.18321043527466e-09,2.20828944116952e-08,8.36825472443187e-09,1711,"tags=38%, list=13%, signal=34%","DHCR24/KRT19/KRT8/SCD/RRP12/HMGCS1/UBE2J1/ELL2/NCOA4/STEAP4/CCND1/SGK1/ITGAV/B4GALT1/ACSL3/MERTK/HMGCR/NDRG1/SAT1/TPD52/VAPA/DNAJB9/LMAN1/CAMKK2/SLC38A2/GNAI3/TSC22D1/SRF/CENPN/INSIG1/ACTN1/FADS1/FKBP5"
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",160,0.460061940948119,2.14447363529591,7.85641090684282e-09,2.61880363561427e-08,9.92388746127514e-09,4061,"tags=58%, list=30%, signal=41%","KRT19/SERPINA5/FGFR3/XBP1/ST14/STIL/DHCR7/PERP/CDC6/EGR3/CCND1/SGK1/CDC20/RAPGEFL1/NCOR2/TOP2A/GPER1/WFS1/CPE/PPIF/AREG/PLXNB1/SFN/CA2/CISH/IMPA2/CKB/SLC7A5/KCNK5/SNX10/FLNB/LTF/S100A9/ZFP36/TSPAN13/UGDH/SLC16A1/FKBP5/RAB31/BLVRB/SCARB1/CDH1/GAL/ALDH3A2/NRIP1/GLA/UNC13B/DYNLT3/SLC26A2/SORD/NXT1/METTL3/GALE/PDZK1/IDH2/KIF20A/CHPT1/FKBP4/FOS/AFF1/ISG20/ELOVL5/SLC2A8/JAK1/ASS1/FRK/JAK2/TNNC1/AGR2/IGSF1/GINS2/IGFBP4/HMGCS2/ANXA9/FABP5/TFF3/TST/PKP3/PLK4/DCXR/HSPB8/MAPK13/SLC1A4/BTG3/NBL1/TPD52L1/CA12/LSR/LAMC2/TIAM1/FARP1/SCNN1A/CYP26B1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",91,0.517551680898192,2.21769074425209,1.20475723261422e-07,3.76486635191943e-07,1.42668619651684e-07,2828,"tags=55%, list=21%, signal=44%","IFI27/IFIT2/TRIM25/IFITM2/IFITM3/IFI44L/HELZ2/IL15/SAMD9L/MX1/PARP12/IFIT3/BATF2/CNP/OASL/ISG15/TDRD7/PARP14/PARP9/IFIH1/LAMP3/OAS1/EPSTI1/C1S/SAMD9/HERC6/ADAR/CMPK2/IRF7/IFI44/CXCL10/CMTR1/OGFR/NMI/RIPK2/LY6E/BST2/LGALS3BP/IFI35/EIF2AK2/GBP2/NCOA7/TRIM5/ISG20/TMEM140/ELF1/RSAD2/TRAFD1/PLSCR1/PSMA3"
"HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",195,0.412675117514804,1.96683298214304,1.92577075080002e-07,5.66403162000007e-07,2.14636987705266e-07,2995,"tags=36%, list=22%, signal=29%","TPX2/KLC1/NUSAP1/CDK1/CCNB2/BUB1/DOCK4/BIRC5/PLK1/TTK/WASF1/MAP3K11/CLASP1/FGD4/PPP4R2/KIF4A/TOP2A/DLGAP5/ANLN/ITSN1/PRC1/NET1/YWHAE/RAB3GAP1/ESPL1/ECT2/ARHGAP27/RANBP9/PCM1/CSNK1D/SSH2/AURKA/STAU1/KIF2C/CTTN/GSN/MARCKS/KIF22/FLNB/CENPE/SASS6/WASF2/SPTBN1/FBXO5/ABR/PREX1/CYTH2/BCAR1/FSCN1/NUMA1/ARFGEF1/MAP1S/MARK4/TUBGCP3/ARHGAP29/KNTC1/PXN/CCDC88A/SMC3/MYH10/KIF11/DST/ABL1/MAPRE1/CDC42EP1/SHROOM1/ARHGEF7/CDK5RAP2/APC/CNTROB/CDC27"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",167,0.417841392942261,1.9518550172711,1.09176485687451e-06,3.03268015798474e-06,1.14922616513106e-06,3347,"tags=43%, list=25%, signal=32%","STC2/TUBB2B/KRT19/ELOVL2/SLC7A2/KRT8/RRP12/XBP1/DHCR7/PMAIP1/KRT18/EGR3/CCND1/B4GALT1/TGM2/RAPGEFL1/NCOR2/FASN/WWC1/WFS1/PPIF/AREG/CANT1/DEPTOR/NAV2/SFN/CISH/SLC7A5/KCNK5/RAB17/FLNB/SVIL/SLC39A6/INHBB/SLC2A1/SLC16A1/FKBP5/RAB31/BLVRB/SCARB1/NRIP1/SYNGR1/PODXL/GLA/GAB2/DYNLT3/PEX11A/SLC26A2/HES1/NXT1/PDZK1/CHPT1/SYBU/MED13L/FKBP4/FOS/AFF1/ELF1/ELOVL5/ELF3/FRK/OLFML3/JAK2/DLC1/TSKU/LAD1/MYBBP1A/IGFBP4/TTC39A/SLC19A2/ANXA9"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",179,0.411974131233174,1.94948040719662,1.19458903761301e-06,3.1436553621395e-06,1.19127992670549e-06,2819,"tags=35%, list=21%, signal=28%","MXD1/IL1R2/PLIN2/P2RX4/XBP1/NFKBIZ/CD83/CDC6/ITGAV/TGM2/PHLDA1/SLC2A3/PNP/CCNE1/IFITM3/HK2/KLF6/NDRG1/NFIL3/PTGER2/HIPK2/SLC1A5/SLC39A8/IL10/PIM1/CA2/CISH/UMPS/PDCD2L/AHR/GLIPR2/BMP2/SOCS1/MAP3K8/RNH1/PLEC/SPRED2/ARL4A/SNX14/FAH/TNFSF10/RGS16/SLC29A2/TLR7/CXCL10/ANXA4/IGF2R/ODC1/AHCY/ADAM19/LCLAT1/CKAP4/GADD45B/SPP1/GPR65/SH3BGRL2/PTRH2/ETV4/IL2RA/BATF3/DENND5A/PLSCR1"
"HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS",171,0.406372827219123,1.91212923593061,2.8924908759701e-06,7.23122718992524e-06,2.74025451407693e-06,2702,"tags=35%, list=20%, signal=28%","PLIN2/PFKFB3/BCL6/IDH1/DHCR7/GBE1/ANGPTL4/ORM1/NABP1/PPARG/YWHAG/GPD2/SLC19A1/MGST3/ACLY/NDUFS3/ITSN1/SLC1A5/ACADS/MTCH2/ME1/RTN3/PIM3/DLD/UCK1/SLC25A10/NKIRAS1/ABCA1/DNAJB9/ARAF/GPX3/ARL4A/CHUK/FAH/PRDX3/PPP1R15B/UQCRQ/C3/ESYT1/DHRS7B/REEP6/ATL2/IDH3G/CD151/SCARB1/UBQLN1/ITGA7/TALDO1/DRAM2/APOE/ALDH2/NDUFB7/MYLK/DLAT/PREB/ECH1/STOM/SOWAHC/PGM1/SORBS1"
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",152,0.405021651679203,1.87509502141899,1.31964697066552e-05,3.14201659682267e-05,1.19065892090122e-05,1760,"tags=31%, list=13%, signal=27%","F2/EREG/TIMP2/JUN/MCL1/ATF3/IL1B/PMAIP1/SOD2/KRT18/RELA/EGR3/CCND1/PLCB2/IFITM3/IL6/CD69/TOP2A/CLU/GNA15/PAK1/CDKN1A/DNAJA1/PSEN1/SAT1/CASP4/FAS/CD14/CFLAR/DNAJC3/BMP2/GSN/GPX3/DPYD/FDXR/PDGFRB/VDAC2/CTH/HGF/TNFSF10/GCH1/EBP/DAP/IL1A/IL18/SC5D/IGF2R"
"HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",152,0.39732829186485,1.83947771398353,2.65232714821724e-05,6.02801624594827e-05,2.28430089320145e-05,2610,"tags=35%, list=19%, signal=28%","IGF2/CCL20/RBP4/PPP1R15A/EREG/G0S2/PTGS2/PLAUR/IL1B/TRIB1/TMEM158/MMP9/ANGPTL4/SPRY2/SLPI/KCNN4/TFPI/HBEGF/MMP10/CPE/ETV5/INHBA/F13A1/CA2/TLR8/ARG1/BMP2/MAFB/LAPTM5/LAT2/TNFAIP3/DUSP6/RGS16/VWA5A/TSPAN13/AVL9/MMD/GPRC5B/CXCL10/SCN1B/GPNMB/PLAU/CDADC1/FUCA1/EPHB2/USP12/YRDC/SPP1/CBR4/PRDM1/F2RL1/SOX9/ETV4"
"HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP",136,0.400797565563827,1.82979900656963,6.75913100934986e-05,0.00014693763063804,5.568162845231e-05,2506,"tags=38%, list=19%, signal=31%","CXCL2/FOSB/NFKBIA/ATF3/TFRC/SOD2/CDKN2B/SLC6A8/GGH/CCNE1/ICAM1/IL6/DNAJA1/CHKA/DDX21/PPIF/EIF5/CA2/HSPA2/PRKACA/TYRO3/CNP/ALAS1/IGFBP2/BMP2/MMP14/NR4A1/GPX3/PRKCD/PSMC3/BSG/FEN1/COL2A1/MAOA/ATP6V1F/GCH1/LYN/MARK2/SPR/GAL/UROD/DLG4/STK25/HYAL2/RPN1/NPTX2/EPCAM/RXRB/GLS/FKBP4/FOS"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",104,0.430713923102787,1.8873259680985,0.000162032024961695,0.000330733718525156,0.000125330672283217,2852,"tags=42%, list=21%, signal=34%","STC2/EIF4A1/EIF4G1/DDIT4/XBP1/ATF3/PSAT1/CHAC1/TUBB2A/NABP1/VEGFA/WFS1/NOP56/PAIP1/SLC7A5/DNAJC3/HSPA5/IFIT1/DNAJB9/YIF1A/EXOC2/FKBP14/DCP2/ALDH18A1/ATF4/EIF4A3/HSP90B1/EXOSC1/RRP9/EIF4A2/PDIA5/EXOSC10/CNOT6/CNOT2/SPCS3/WIPI1/PREB/HSPA9/SPCS1/EIF2AK3/IGFBP1/CKS1B/EIF4E/MTHFD2"
"HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",131,0.391770898716084,1.77242452259701,0.000165366859262578,0.000330733718525156,0.000125330672283217,2183,"tags=30%, list=16%, signal=25%","ACSL1/DHCR24/GLUL/FABP1/G0S2/IDH1/HMGCS1/LDHA/ETFDH/ACSL4/TP53INP2/GPD2/HSP90AA1/FASN/ACOT8/ACADS/ME1/NSDHL/CA2/DLD/VNN1/HSD17B4/HSDL2/MLYCD/MAOA/CRYZ/PTS/UGDH/LGALS1/REEP6/IDH3G/IDH3B/ODC1/ALDH3A2/UROD/ALDH1A1/PDHA1/CA4/ACADVL"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",92,0.41521274055628,1.78639101645079,0.000356756224919058,0.00068606966330588,0.000259984293463281,4012,"tags=55%, list=30%, signal=39%","KRT18/COPB2/GBF1/BNIP3/TPD52/COPB1/AP3S1/ABCA1/LMAN1/GALC/ARF1/STX16/CLTC/AP3B1/IGF2R/AP1G1/RAB2A/PAM/TSPAN8/ARFGEF1/VAMP4/LAMP2/GLA/VAMP7/ADAM10/DST/EGFR/ICA1/STX7/RAB5A/NAPG/SEC24D/VAMP3/ARFGEF2/ARFIP1/CLCN3/SCAMP1/ZW10/ATP7A/SNX2/GOLGA4/CLTA/M6PR/TSG101/COPE/ANP32E/RER1/RAB22A/CD63/VPS45/TMX1"
"HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS",134,0.371368695526583,1.6887844400261,0.000772002683339254,0.0014296345987764,0.000541756269010003,2272,"tags=33%, list=17%, signal=28%","ACSL1/STC2/PPP1R3C/NQO1/SCD/ITGB5/SLC6A8/DTNA/CLU/HBEGF/CDKN1A/IFRD1/MYBPC3/AGRN/NAV2/IGF1/RB1/CKB/MYL6B/PICK1/KLF5/CNN3/PC/GSN/GPX3/MEF2A/SVIL/GAA/RIT1/PLXNB2/SPHK1/DAPK2/KIFC3/WWTR1/LSP1/MYH3/TNNT1/ITGA7/EIF4A2/PYGM/GADD45B/GABARAPL2/MYLK/FST"
"HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY",181,0.340815558504241,1.61914610126617,0.000853017354403362,0.00152324527572029,0.000577229788694004,1763,"tags=25%, list=13%, signal=22%","MXD1/SDC1/PPP1R15A/TCN2/JUN/DDIT4/ATF3/ST14/SEC61A1/PERP/CDKN2B/GM2A/RHBDF2/PLK3/DRAM1/NDRG1/HBEGF/CDKN1A/SAT1/NINJ1/FAS/TM4SF1/TRIB3/FOXO3/SFN/RB1/AEN/BMP2/SOCS1/PHLDA3/FDXR/PLXNB2/SPHK1/MAPKAPK3/SLC7A11/RGS16/INHBB/TSC22D1/VWA5A/IL1A/WRAP73/KIF13B/PTPRE/UPP1/MDM2/APAF1"
"HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS",32,0.5636731156694,1.9333974735638,0.00123821277100815,0.0020773073057645,0.000787190136921283,2508,"tags=53%, list=19%, signal=43%","SERPINA5/VTN/JAG1/THBD/ITGAV/VEGFA/PGLYRP1/VCAN/FSTL1/OLR1/COL5A2/VAV2/CXCL6/S100A4/LUM/SPP1/LRPAP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING",75,0.44139209599548,1.81749170429357,0.0012463843834587,0.0020773073057645,0.000787190136921283,1746,"tags=29%, list=13%, signal=26%","TLR2/CXCL1/IL1R2/CXCL3/IFNGR2/JUN/IL1B/MYD88/TYK2/IL6/CSF3R/FAS/CD14/PIM1/SOCS1/IL1R1/MAP3K8/CSF2RB/SOCS3/INHBE/CCR1/CXCL10"
"HALLMARK_PEROXISOME","HALLMARK_PEROXISOME",93,0.351335030171993,1.51616926720116,0.0177027097034269,0.0285527575861725,0.0108199923484443,3767,"tags=37%, list=28%, signal=26%","ACSL1/TTR/DHCR24/ALB/IDH1/SOD2/ACSL4/TOP2A/ACOT8/SLC25A19/ESR2/HSD17B4/MLYCD/FADS1/ABCB9/PEX13/ALDH1A1/DLG4/PEX11A/IDH2/ECH1/CLN6/ELOVL5/SERPINA6/YWHAH/RDH11/ABCC5/FABP6/ACOX1/HMGCL/IDI1/PRDX1/GSTK1/SCP2"
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",127,0.307222011662929,1.37944642114093,0.0282727132842691,0.0441761145066705,0.0167404223393699,1892,"tags=23%, list=14%, signal=20%","SERPINE1/LDLR/DUSP1/MAPK14/MT1E/SDC2/ACVR2A/PPARG/TFPI/LPAR1/LAMC1/NFKB1/ID1/COL5A2/ATP2C1/PTEN/ADORA2B/MET/ATP2B1/PDGFRB/SLC22A18/RBPMS/PTPRM/INSIG1/PTGFR/ANXA4/F3/VAV2/LTBP1"
