"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS","REACTOME_SIGNALING_BY_ROBO_RECEPTORS",181,-0.5274094471444,-2.59204477013248,1e-10,7.7875e-09,6.35526315789474e-09,2270,"tags=48%, list=17%, signal=40%","RPS10/UBC/RPL31/CXCR4/RPL11/PSMC5/RPS20/FAU/RPS14/RPL19/PSMB1/RPS5/ROBO3/RPS25/PSMA4/VASP/PSMD2/NELL2/RPL6/PRKACB/RPS7/RPS26/PRKAR2A/UPF3A/RPS24/NCK2/RPL39L/RPS2/PSMB2/RPS12/RPL12/RPL22/RPL4/RPL36AL/RPL18A/RPL14/RPLP0/RPL28/RPL36/RPL26/RPS17/RPS21/RPL7A/PSMC6/PSMD7/RPS8/PSMA5/RPL38/RPLP1/RPL10A/RPL5/RPL36A/RBX1/RPL24/RPL23/RPL35A/USP33/RPS3/RPL13A/RPS4X/RPL7/PABPC1/RPL8/RPL27A/RPL29/RPS6/PFN1/RPL39/GSPT2/UBA52/RPL35/RPL18/RPS3A/RPLP2/RPL9/RPL32/RPL3/RPL30/RPS4Y1/RPL23A/RPS16/RPL13/RPL34/RPS29/RPL27/RPL21"
"REACTOME_TRANSLATION","REACTOME_TRANSLATION",256,-0.492892942129363,-2.53173086997599,1e-10,7.7875e-09,6.35526315789474e-09,2182,"tags=39%, list=16%, signal=33%","RPL31/RPL11/GADD45GIP1/RPS20/FAU/RPS14/RPL19/SSR2/MRPL55/EIF3B/MRPS12/EEF1B2/RPS5/TSFM/EEF2/RPS25/FARSA/RPL6/MRPL14/MRPL4/RPS7/RPS26/RPS24/MRPL37/AURKAIP1/RPL39L/RPS2/RPN2/RPS12/RPL12/MRPS28/RPL22/MRPS9/RPL4/RPL36AL/YARS2/MRPL44/RPL18A/MRPS26/RPL14/EEF1D/RPLP0/RPL28/RPL36/RPL26/RPS17/RARS2/EIF3F/EIF3K/RPS21/MARS2/RPL7A/EIF2B1/RPS8/EIF3D/DDOST/EIF3L/APEH/RPL38/TARS2/RPLP1/RPL10A/EIF3M/RPL5/EIF3I/RPL36A/RPL24/EEF1A1/RPL23/RPL35A/RPS3/RPL13A/RPS4X/RPL7/PABPC1/RPL8/RPL27A/RPL29/RPS6/MRPL54/RPL39/GSPT2/UBA52/RPL35/RPL18/RPS3A/RPLP2/RPL9/RPL32/RPL3/RPL30/RPS4Y1/RPL23A/RPS16/RPL13/RPL34/RPS29/RPL27/RPL21"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",87,0.598221460941001,2.49798890594987,1e-10,7.7875e-09,6.35526315789474e-09,2687,"tags=57%, list=20%, signal=46%","APOA2/STC2/IGF2/FGA/F2/AFP/ITIH2/FGG/GPC3/SERPIND1/ALB/MFGE8/FN1/FAM20A/AHSG/SDC2/IL6/TF/FSTL3/FUCA2/WFS1/LAMC1/F5/VCAN/GOLM1/CDH2/FSTL1/IGF1/DNAJC3/QSOX1/APOB/IGFBP2/PCSK9/P4HB/SHISA5/C3/APOA1/LGALS1/HSP90B1/FAM20C/LTBP1/APOE/CKAP4/VWA1/CALU/SPP1/ADAM10/MATN3/IGFBP1/LAMB1"
"REACTOME_NEUTROPHIL_DEGRANULATION","REACTOME_NEUTROPHIL_DEGRANULATION",433,0.479017396380519,2.45033173851097,1e-10,7.7875e-09,6.35526315789474e-09,2878,"tags=46%, list=21%, signal=37%","TLR2/CXCL1/TTR/FPR1/MMP25/MGAM/TIMP2/SLC11A1/RNASE2/FCGR3B/IDH1/DYNLL1/S100P/SIRPB1/CXCR2/FPR2/LILRA3/PLAUR/ITGAX/CEACAM1/MAPK14/LRG1/S100A12/TNFAIP6/DEFA4/MME/FCAR/GM2A/MMP9/AHSG/CXCR1/STK11IP/SLPI/ANPEP/ATP6V1D/RAC1/PGAM1/ITGAV/B4GALT1/IQGAP1/CD55/ORM1/GGH/PGM2/ATP11A/SLC2A3/C5AR1/PNP/TRPM2/UNC13D/HSP90AA1/FUCA2/CMTM6/S100A8/HEXB/BRI3/SIGLEC5/AP2A2/ACLY/SERPINB1/SDCBP/CEACAM3/FOLR3/PTX3/PSEN1/NFKB1/HK3/NBEAL2/CD14/PGLYRP1/ITGAM/CR1/CANT1/GCA/TUBB4B/HP/SIRPA/OLR1/COPB1/VAPA/PTGES2/RAB10/LAIR1/PYGL/DNAJC3/QSOX1/QPCT/AGPAT2/CTSA/ARG1/CYSTM1/FTL/DSP/HPSE/PSMA2/RHOG/CHI3L1/GSN/VNN1/CEACAM6/PRKCD/PSMC3/MANBA/RAB7A/HVCN1/ALOX5/CSTB/GAA/LCN2/RAB18/VCP/PTAFR/LILRB3/GALNS/CLEC5A/LTF/ALDOC/IMPDH1/DEFA1B/S100A9/CRISP3/GNS/KPNB1/C3/CFP/GPR84/MGST1/CRISPLD2/CLEC4D/SIGLEC9/NRAS/GOLGA7/PRTN3/DEFA1/UBR4/RAB31/MNDA/S100A11/BST1/PLD1/IGF2R/APAF1/CDA/AMPD3/RNASE3/CHIT1/MPO/GYG1/CCT2/SLCO4C1/DYNLT1/HGSNAT/PLAU/VAT1/SYNGR1/PAFAH1B2/SIGLEC14/LAMP2/PSMC2/GLA/BST2/C6orf120/CKAP4/SERPINB10/PSMB7/FGR/FUCA1/YPEL5/NCSTN/SLC2A5/PSMD11/OSCAR/ELANE/ATP6V0A1/ADAM10/CD53/CAMP/XRCC5/ARSB/OLFM4/HSPA1A/STOM/PGM1/RAB27A/DDX3X/LGALS3/PRDX4/BPI/FCER1G/AZU1/ATP6AP2/CD300A/SURF4/PADI2/NME2/CAP1/ANXA2/CPNE1/SLC15A4/FRK"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",217,0.455617243931022,2.18733799041979,1e-10,7.7875e-09,6.35526315789474e-09,3059,"tags=39%, list=23%, signal=30%","SERPINE1/TTR/FGA/SDC1/FGG/VTN/MMP25/TIMP2/SDC4/ADAM9/ADAMTS2/FN1/ITGAX/CEACAM1/ITGB5/SNTB1/MMP9/HTRA1/ITGAV/SDC2/CTSL/LOX/THBS1/PLOD1/PCOLCE2/ICAM1/DTNA/SGCB/LAMC1/MMP10/PSEN1/LAMA5/FGB/VCAN/ITGAM/AGRN/DAG1/COL5A2/LOXL2/COL8A2/BMP2/MMP14/PLEC/CEACAM6/P4HB/BSG/P4HA2/COL2A1/ACTN1/FBLN1/SDC3/LAMB3/CD151/LTBP1/CDH1/ITGA9/ITGA7/ADAM19/LUM/CAPN5/NCSTN/CAPN2/BMP1/CAST/ELANE/SPP1/ADAM10/ITGA2B/DST/COL14A1/PLOD2/MATN3/LRP4/LAMB1/COL9A3/TIMP1/COL17A1/COL7A1/COL27A1/ITGA2/LAMB2/TGFB2/LAMA4/CTSB"
"REACTOME_HEMOSTASIS","REACTOME_HEMOSTASIS",476,0.369732948068973,1.9052733747162,1e-10,7.7875e-09,6.35526315789474e-09,2521,"tags=29%, list=19%, signal=24%","SERPINE1/IGF2/TUBB2B/P2RX4/FGA/F2/SERPINA5/SDC1/FGG/SERPIND1/SLC8A1/ALB/SDC4/KLC1/FN1/PLAUR/ITGAX/CEACAM1/MAPK14/SERPINB2/DOCK4/AHSG/SRGN/THBD/RAC1/ITGAV/TUBB2A/SDC2/PHF21A/LHFPL2/THBS1/ORM1/SLC16A3/VAV1/TUBB3/STX4/MERTK/TF/VEGFA/KIF4A/PLEK/ADRA2B/TFPI/CLU/GNA15/SERPING1/CEACAM3/F5/FGB/TUBA1C/F13A1/FERMT3/ITGAM/PPP2CB/LRP8/TUBB4B/ANXA5/SIRPA/OLR1/TUBB6/ATP2B2/DOCK5/IGF1/TREM1/PRKACA/CAPZA1/SLC7A5/PROS1/HSPA5/QSOX1/APOB/PICK1/SLC7A8/MAFG/KIF2C/GNAI3/RHOG/CEACAM6/PRKCD/KIF22/ATP2B1/BSG/SRC/CENPE/CDK5/HGF/VPREB3/SLC7A11/ATP2A2/ATP1B1/APOA1/KIF13B/CXADR/LYN/NRAS/PRTN3/SLC16A1/ACTN1/PPP2R1B/SDC3/ITPR3/CD99/GNG5/F12/F3/MFN2/GNA14/VAV2/GNB2/BCAR1/TUBA1B/TNFRSF10B/TOR4A/TNFRSF10D/PLAU/LAMP2/KCNMB3/SELPLG/KIF18A/LGALS3BP/IFNB1/DGKZ/FGR/SCCPDH/GNAQ/CALU/C1QBP/EPCAM/KIF20A/GP6/NFE2/SLC7A10/ITGA2B/KIF11/DOK2/F10/KLC4"
"REACTOME_INTERLEUKIN_10_SIGNALING","REACTOME_INTERLEUKIN_10_SIGNALING",41,0.719368446997736,2.56753624187933,3.48719469692056e-10,2.55590858374295e-08,2.08583905710542e-08,1746,"tags=54%, list=13%, signal=47%","CXCL1/CXCL2/IL1R2/CCL20/FPR1/CCL3/IL1RN/PTGS2/IL1B/CCL3L3/CCL4/TYK2/ICAM1/IL6/IL10/IL1R1/PTAFR/IL1A/IL18/CCR2/CCR1/CXCL10"
"REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",49,-0.669578995016502,-2.6440861558884,6.81395801027774e-10,4.71677315600337e-08,3.84928856019199e-08,2626,"tags=61%, list=20%, signal=49%","RPS23/SNRPD3/SNRPE/RPS27A/RPS10/RPS20/GEMIN7/FAU/RPS14/RPS5/RPS25/RPS7/RPS26/RPS24/RPS2/RPS12/DDX20/SNRPF/RPS17/RPS21/RPS8/GEMIN2/SNRPD2/RPS3/RPS4X/RPS6/RPS3A/RPS4Y1/RPS16/RPS29"
"REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY","REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",36,-0.683215683234315,-2.50178452061557,8.89489256112114e-09,5.83317691113523e-07,4.76036909365264e-07,3162,"tags=75%, list=24%, signal=57%","RPS15A/RPS27/HNRNPA1/RPS23/RPS27A/RPS10/RPS20/FAU/RPS14/RPS5/RPS25/RPS7/RPS26/RPS24/RPS2/RPS12/RPS17/RPS21/RPS8/EEF1A1/RPS3/RPS4X/RPS6/RPS3A/RPS4Y1/RPS16/RPS29"
"REACTOME_SIGNALING_BY_INTERLEUKINS","REACTOME_SIGNALING_BY_INTERLEUKINS",372,0.362537309689527,1.82987782923976,1.03715303040772e-08,6.46146337944009e-07,5.27310435459925e-07,2828,"tags=35%, list=21%, signal=28%","CXCL1/CXCL2/IL1R2/CCL20/SDC1/FPR1/BCL6/CCL3/UBB/IL1RN/PTGS2/OSM/JUN/MCL1/NFKBIA/FN1/ITGAX/IL1B/CCL3L3/MAPK14/S100A12/SERPINB2/SOD2/MMP9/BIRC5/RELA/CCL4/CCND1/VAV1/STX3/MYD88/STX4/TYK2/ICAM1/IL6/HSP90AA1/VEGFA/CSF3R/CDKN1A/PELI1/NFKB1/LAMA5/IKBIP/F13A1/PTPN12/IL15/ITGAM/IL10/PPP2CB/PIM1/FOXO3/NOD2/CISH/MAP2K6/PRKACA/CAPZA1/PSMB5/NKIRAS1/IL1RAP/SOCS1/IL1R1/MAP3K8/PELI2/CSF2RB/PSMA2/PSMC3/P4HB/MEF2A/CHUK/ARF1/ALOX5/LCN2/DUSP6/SOCS3/HGF/MAPKAPK3/PTAFR/IRAK2/MAOA/TBK1/IL1A/PAK2/TNIP2/IL18/CCR2/CCR1/LYN/PRTN3/NKIRAS2/PPP2R1B/PITPNA/HSP90B1/CXCL10/RPS6KA1/HIF1A/NLRC5/FSCN1/RIPK2/HAVCR2/TALDO1/ALPK1/STAT5B/FBXW11/PTPN7/PSMC2/VAMP7/GAB2/IRS1/IL13RA1/PSMB7/CANX/CSF3/PSMD11/HSPA9/OSMR/FOS/IL18RAP/BOLA2B/CRLF1/IL2RA/IRS2/NFKB2/TCP1/ATF2/PSMB3/TXLNA/TIMP1/ANXA2/JAK1/PSMA3"
"REACTOME_CELL_CYCLE_CHECKPOINTS","REACTOME_CELL_CYCLE_CHECKPOINTS",225,0.416424602674377,2.0150092151572,1.4926075111933e-08,8.85613789974693e-07,7.2273626857781e-07,3099,"tags=42%, list=23%, signal=33%","MCM2/UBB/DYNLL1/CDCA8/CDK1/CCNB1/CCNB2/CDC25A/CDC6/BUB1/BIRC5/PLK1/CLASP1/CDC20/UBE2V2/BUB1B/AURKB/CCNE1/YWHAG/UBE2D1/ZWINT/HUS1/CDKN1A/SKA1/CCNA2/GTSE1/ORC6/SKA2/SEH1L/YWHAE/PPP2CB/CDC25C/NUP98/EXO1/TOPBP1/AHCTF1/SFN/MCM3/ANAPC5/PSMB5/RPA1/PPP1CC/BARD1/RAD17/BLM/UIMC1/CDC45/PSMA2/KIF2C/MCM4/PSMC3/ANAPC11/CENPE/CENPU/ZWILCH/CENPN/MCM10/CENPO/PMF1/RANBP2/PPP2R1B/NUF2/MDM2/TOP3A/UBE2C/MCM7/CDC7/PSMC2/NUDC/KIF18A/PSMB7/CENPM/KNTC1/CENPA/CHEK1/PSMD11/DNA2/CDKN2A/MAPRE1/CLASP2/PSMB3/DYNC1I2/CENPL/PSMA3/MAD2L1/RAD9A/SPC25/PSMC4/PPP2R5A/CDC27/PSMD12/YWHAH/ZW10/XPO1"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",273,-0.368138280700156,-1.89617678240763,2.0169433628096e-08,1.14232337730035e-06,9.32233152379942e-07,2197,"tags=32%, list=16%, signal=27%","OAZ2/RPL31/RPL11/PSMC5/RPS20/FAU/RPS14/RPL19/GCDH/AGMAT/PSMB1/RPS5/RPS25/EEFSEC/PSMA4/MTRR/PSMD2/ASRGL1/RPL6/TSTD1/RPS7/RPS26/SARDH/RPS24/RPL39L/RPS2/PSMB2/RPS12/RPL12/RPL22/RPL4/RPL36AL/RPL18A/RPL14/GLS2/RPLP0/RPL28/RPL36/ALDH6A1/RPL26/RPS17/SEPSECS/RPS21/RPL7A/PSMC6/PSMD7/RPS8/PSMA5/RPL38/RPLP1/RPL10A/RPL5/DIO2/ADO/RPL36A/ENOPH1/RPL24/RPL23/RPL35A/RPS3/RPL13A/RPS4X/RPL7/RPL8/RPL27A/RPL29/RPS6/SHMT1/RPL39/UBA52/RPL35/RPL18/RPS3A/RPLP2/RPL9/RPL32/RPL3/RPL30/RPS4Y1/RPL23A/RPS16/RPL13/RPL34/RPS29/RPL27/RPL21"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",93,0.536622186640562,2.26980373472544,2.33607167705968e-08,1.26554143896364e-06,1.03278958354218e-06,2592,"tags=41%, list=19%, signal=33%","CXCL1/CXCL2/CCL20/F2/CXCL3/NTS/FPR1/CCL3/CXCR2/FPR2/CCL3L3/AGT/PROK2/CXCR1/CCL4/C5AR1/EDN1/GPER1/ECE2/ACKR3/CXCL5/C3/CCR2/CCR1/ECE1/CXCL10/CXCL16/NMB/GAL/CXCL6/C5AR2/EDNRB/GPR37L1/C5/F2RL1/APLN/AVPR2/CX3CR1"
"REACTOME_GPCR_LIGAND_BINDING","REACTOME_GPCR_LIGAND_BINDING",203,0.414350893483316,1.97810389969392,4.72935658754349e-08,2.45532429503299e-06,2.00375371209079e-06,2592,"tags=30%, list=19%, signal=24%","ADM/CXCL1/CXCL2/CCL20/F2/CXCL3/NTS/FPR1/FFAR2/CCL3/HCAR2/CXCR2/FPR2/CCL3L3/AGT/PROK2/CXCR1/CCL4/CD55/C5AR1/EDN1/FZD5/ADRA2B/PTGER2/GPER1/LPAR1/ECE2/ACKR3/LTB4R/LPAR2/ADORA2B/PTAFR/HCAR3/CXCL5/C3/CCR2/CCR1/SHH/ECE1/PTGFR/CXCL10/CXCL16/GNG5/NMB/S1PR3/GNB2/GAL/CXCL6/C5AR2/EDNRB/GPR37L1/ADORA3/SUCNR1/C5/GPR65/F2RL1/OXER1/APLN/AVPR2/CX3CR1"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",155,0.452443024103499,2.06423649509425,5.08380811103242e-08,2.53376996253856e-06,2.06777205695045e-06,2592,"tags=35%, list=19%, signal=28%","CXCL1/CXCL2/CCL20/F2/CXCL3/NTS/FPR1/FFAR2/CCL3/HCAR2/CXCR2/FPR2/CCL3L3/AGT/PROK2/CXCR1/CCL4/C5AR1/EDN1/ADRA2B/PTGER2/GPER1/LPAR1/ECE2/ACKR3/LTB4R/LPAR2/ADORA2B/PTAFR/HCAR3/CXCL5/C3/CCR2/CCR1/ECE1/PTGFR/CXCL10/CXCL16/NMB/S1PR3/GAL/CXCL6/C5AR2/EDNRB/GPR37L1/ADORA3/SUCNR1/C5/GPR65/F2RL1/OXER1/APLN/AVPR2/CX3CR1"
