"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_TRANSLATION","REACTOME_TRANSLATION",256,-0.59008433694072,-2.84999032371204,1e-10,5.93333333333333e-09,5.03759398496241e-09,1848,"tags=43%, list=14%, signal=38%","MRPS34/MRPL4/RPL41/DAP3/RPL19/MRPL51/EIF4EBP1/MRPL45/MRPL14/RPS23/SEC11A/TSFM/RPL38/RPL37/EIF3F/RPS15A/EIF3B/CARS2/FARS2/YARS2/PABPC1/RPL30/FARSA/RPS19/EIF4B/HARS2/MRPS16/RPS26/GSPT2/TARS2/RPS2/MRPS27/SSR2/PARS2/RPL24/MRPS12/IARS2/RPL15/MRPL55/AURKAIP1/RPL26/EARS2/RPL14/RPL12/DDOST/MRPS9/RPS7/MRPS2/RPLP0/APEH/RPS11/RPL18A/MRPL54/RPL11/RPL35A/RPL39/RPS17/EEF2/EIF3I/RPL31/RPS14/EEF1A1/RPS20/RPL22/RPL23/RPLP1/RPS24/RPS5/RPL36A/MRPL37/RPS12/RPS21/RPL29/RPL9/RPL18/RPL37A/EEF1D/RPL4/RPS9/EEF1B2/RPL23A/RPS27A/RPL32/RPS10/RPS29/RPL7A/RPS8/UBA52/RPS16/EIF3L/RPL35/EIF3K/RPL5/RPL10A/RPL36/RPL7/RPL34/RPS6/RPS3A/RPS3/EIF3D/RPS4X/RPL27A/RPL8/RPS4Y1/RPL13A/RPLP2/RPL21/RPL13/RPL27/RPL3"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS","REACTOME_SIGNALING_BY_ROBO_RECEPTORS",181,-0.601062369112968,-2.79645041496292,1e-10,5.93333333333333e-09,5.03759398496241e-09,1818,"tags=46%, list=14%, signal=41%","ROBO3/RPL41/SOS2/PSMD2/RPL19/RPS23/RPL38/RPL37/MYO9B/RPS15A/UPF3A/MAGOH/VASP/PABPC1/PSMD7/PSMB1/RPL30/PSMD13/RPS19/RPS26/PSMD8/GSPT2/RPS2/RPL24/RPL15/RPL26/RPL14/PFN1/RPL12/USP33/RPS7/RPLP0/RPS11/RPL18A/RPL11/RPL35A/RPL39/RPS17/RPL31/RPS14/RPS20/RPL22/RPL23/RPLP1/RPS24/RPS5/RPL36A/RPS12/RPS21/RPL29/RPL9/RPL18/RPL37A/RPL4/RPS9/PSMC5/RPL23A/RPS27A/RPL32/RPS10/RPS29/RPL7A/RPS8/UBA52/RPS16/RPL35/RPL5/RPL10A/RPL36/RPL7/RPL34/RPS6/RPS3A/RPS3/RPS4X/RPL27A/RPL8/RPS4Y1/RPL13A/RPLP2/RPL21/RPL13/RPL27/RPL3"
"REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY","REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",36,-0.784256777877465,-2.73905464657419,1e-10,5.93333333333333e-09,5.03759398496241e-09,1030,"tags=67%, list=8%, signal=62%","RPS19/RPS26/RPS2/RPS7/RPS11/RPS17/RPS14/EEF1A1/RPS20/RPS24/RPS5/RPS12/RPS21/RPS9/RPS27A/RPS10/RPS29/RPS8/RPS16/RPS6/RPS3A/RPS3/RPS4X/RPS4Y1"
"REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",49,-0.728762315757436,-2.7160900966148,1e-10,5.93333333333333e-09,5.03759398496241e-09,1030,"tags=51%, list=8%, signal=47%","RPS19/RPS26/SNRPF/RPS2/RPS7/RPS11/RPS17/SNRPD2/RPS14/RPS20/RPS24/RPS5/RPS12/RPS21/RPS9/RPS27A/RPS10/RPS29/RPS8/RPS16/RPS6/RPS3A/RPS3/RPS4X/RPS4Y1"
"REACTOME_INTERLEUKIN_10_SIGNALING","REACTOME_INTERLEUKIN_10_SIGNALING",41,0.739989613567785,2.63534944508664,1e-10,5.93333333333333e-09,5.03759398496241e-09,917,"tags=54%, list=7%, signal=50%","CXCL2/CXCL1/CCL20/CCL2/CCL3/CCL3L3/CCR1/CXCL10/IL6/PTGS2/CCL4/IL1RN/IL1B/TYK2/TIMP1/IL10/IL1A/CCR5/FPR1/IL1R1/IL1R2/ICAM1"
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",62,0.652585533250342,2.53285765686202,1e-10,5.93333333333333e-09,5.03759398496241e-09,1081,"tags=50%, list=8%, signal=46%","IFI27/IFITM3/OAS3/IFI6/SOCS3/MX1/EIF2AK2/OAS1/ADAR/IFIT1/IFIT3/IFIT2/IFITM2/OASL/ISG15/STAT1/RSAD2/TYK2/OAS2/IFI35/ISG20/XAF1/IRF7/SOCS1/HLA-C/MX2/BST2/IFIT5/EGR1/GBP2/PTPN11"
"REACTOME_INTERFERON_SIGNALING","REACTOME_INTERFERON_SIGNALING",225,0.523933419830455,2.50096324421795,1e-10,5.93333333333333e-09,5.03759398496241e-09,2438,"tags=44%, list=18%, signal=37%","IFI27/FCGR1A/IFITM3/IFNGR2/IFI44/OAS3/IFI6/EIF4G1/SOCS3/MX1/IFI44L/HERC5/EIF2AK2/OAS1/ADAR/IFIT1/IFIT3/IFIT2/GBP1/IFITM2/OASL/TRIM22/ISG15/IFIH1/CDK1/STAT1/TRIM25/SEH1L/SPHK1/RSAD2/TYK2/OAS2/IFI35/UBE2N/ISG20/XAF1/GBP3/IRF7/KPNA2/IFNGR1/DNAJC3/TRIM14/PPP2CB/EIF4A1/SOCS1/HLA-C/MX2/BST2/RANBP2/EIF4E/IFIT5/ICAM1/MT2A/NUP160/EGR1/GBP5/PIAS1/NUP98/TRIM5/GBP2/FANCA/BECN1/EIF4G3/PTPN11/TUBB6/SP100/NUP54/UBE2L6/EIF4A2/HSPA2/PRKCD/PPP2R1B/PSMB8/EIF4G2/ABCE1/JAK2/IRF2/CAMK2D/TRIM38/PTPN2/SUMO1/TUBB3/FANCC/EIF2S2/IFNB1/HLA-E/FANCG/PPP2CA/PTAFR/EIF4E3/USP18/NUP153/TRIM45/UBB/FKBP5/NUP107/NUP205/JAK1/FANCM/EIF2S1"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",273,-0.491800761322592,-2.3910926675057,1e-10,5.93333333333333e-09,5.03759398496241e-09,2521,"tags=40%, list=19%, signal=33%","PAOX/CHDH/ALDH4A1/OAZ1/QDPR/GLS2/RPS18/GCDH/PSMA7/CKB/RPSA/GSTZ1/PSMD3/AGMAT/MCCC1/FAU/ACADSB/ALDH7A1/NAGS/ECHS1/DIO2/TAT/RPL41/PSMD2/RPL19/ENOPH1/TST/RPS23/ASRGL1/SMS/RPL38/RPL37/ALDH6A1/RPS15A/ASL/AHCY/OAZ2/PSMD7/PSMB1/DHTKD1/RPL30/PSMD13/RPS19/RPS26/PSMD8/RPS2/ASNS/RPL24/RPL15/RPL26/TXN2/RPL14/SEPHS2/RPL12/RPS7/RPLP0/RPS11/RPL18A/BCAT2/RPL11/RPL35A/RPL39/RPS17/RPL31/RPS14/RPS20/RPL22/RPL23/RPLP1/RPS24/RPS5/RPL36A/RPS12/RPS21/RPL29/RPL9/RPL18/RPL37A/RPL4/RPS9/PSMC5/RPL23A/RPS27A/RPL32/RPS10/RPS29/RPL7A/RPS8/UBA52/RPS16/RPL35/RPL5/RPL10A/RPL36/RPL7/RPL34/RPS6/RPS3A/RPS3/RPS4X/RPL27A/RPL8/RPS4Y1/RPL13A/RPLP2/RPL21/RPL13/RPL27/RPL3"
"REACTOME_GPCR_LIGAND_BINDING","REACTOME_GPCR_LIGAND_BINDING",203,0.462591968376907,2.18441767369139,1e-10,5.93333333333333e-09,5.03759398496241e-09,1208,"tags=20%, list=9%, signal=18%","CXCL2/CCL7/CXCL3/CXCL1/C3AR1/FFAR2/FPR2/CCL20/ADM/HCAR2/CCL2/CCL3/PTGER2/CCL3L3/CCR1/CXCL10/CD55/S1PR3/CCL4/GNG5/F2/EDN1/HCAR3/C5AR1/CXCR2/CXCR1/ADRA2B/CYSLTR1/CCR5/SHH/FPR1/PROK2/PTCH2/CCRL2/ADORA2B/LPAR1/GNB2/XK/GPR18/GPR35"
"REACTOME_SIGNALING_BY_INTERLEUKINS","REACTOME_SIGNALING_BY_INTERLEUKINS",372,0.413690960049214,2.08818448433513,1e-10,5.93333333333333e-09,5.03759398496241e-09,2424,"tags=35%, list=18%, signal=30%","CXCL2/CXCL1/CCL20/CCL2/ITGAX/CCL3/SERPINB2/OSM/SDC1/JUN/SOCS3/CCL3L3/BCL6/MYD88/NFKB1/CDKN1A/CCR1/CXCL10/NFKB2/IL6/MCL1/PTGS2/CCL4/IRAK2/NFKBIA/IL1RN/IL1B/CAPZA1/PTPN12/STAT1/HAVCR2/SOD2/TYK2/CSF2RB/RIPK2/UBE2N/TIMP1/S100A12/IL10/DUSP6/LYN/MEF2A/PIM1/PELI1/TNIP2/VEGFA/TBK1/PPP2CB/IL1RAP/IL1A/IL2RA/SOCS1/HSP90B1/CCR5/FPR1/CISH/STX1A/IL1R1/FBXW11/FOXO3/ATF2/IL1R2/HSP90AA1/ICAM1/PSMC2/PSMA3/HIF1A/VIM/LGALS9/PSMD12/PTPN11/CD36/PSMA2/MAP3K8/HGF/CSF3/BIRC5/STX3/FYN/MAPK14/PSMD14/NOD2/HSPA9/TAB3/LAMA5/ITGAM/PAK2/ALOX5/DUSP4/PPP2R1B/AKT1/IL6ST/CEBPD/IL18R1/PSMD11/USP14/PELI2/JAK2/RORA/MMP9/PITPNA/PTPN2/IL27/TXLNA/IL15RA/PTPN7/MYC/IL18BP/PSMB3/ZEB1/VAV1/SNRPA1/PPP2CA/ANXA1/IL2RB/PTAFR/ARF1/POU2F1/USP18/CDC42/NFKBIB/NKIRAS1/UBB/CD86/FOS/IFNLR1/ITGB1/CLCF1/JAK1/SQSTM1/ALPK1/MAP2K1"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",443,-0.400438783632523,-2.04485191322272,1e-10,5.93333333333333e-09,5.03759398496241e-09,2177,"tags=30%, list=16%, signal=26%","UBC/ARPC4/GSK3B/ARPC1A/RPSA/PRX/PSMD3/SEMA3A/AP2A2/ERBB2/FAU/GRB7/EPHB4/ARHGAP35/ROBO3/RPL41/RPS6KA2/SOS2/PSMD2/PIK3CB/VLDLR/RPL19/SCN2B/COL6A2/RPS23/DOK1/RPL38/RPL37/MYO9B/RPS15A/PSPN/UPF3A/MAGOH/SEMA4D/VASP/PIK3R1/PABPC1/PSMD7/PLXND1/PSMB1/RPL30/PSMD13/HSP90AB1/RPS19/EPHB6/LYPLA2/RPS26/ARPC3/GAB2/PSMD8/GSPT2/SEMA5A/RET/RPS2/MSN/PRKCQ/RPS6KA1/MAPK3/TUBA4A/MAP2K2/PIK3CD/APH1A/RPL24/RPL15/CFL1/EFNA5/RPL26/RPL14/PFN1/MYL12B/RPL12/USP33/AP2S1/GFRA1/RPS7/RPLP0/RPS11/RPL18A/RHOC/RPL11/ARPC1B/RPL35A/RPL39/RPS17/RPS6KA4/RPL31/RPS14/RPS20/RPL22/RPL23/RPLP1/RPS24/RPS5/RPL36A/RPS12/RPS21/RPL29/RPL9/RPL18/AGAP2/RPL37A/RPL4/EPHB3/RPS9/PSMC5/RPL23A/RPS27A/RPL32/RPS10/RPS29/RPL7A/RPS8/UBA52/RPS16/RPL35/RPL5/RPL10A/RPL36/RPL7/RPL34/RPS6/RPS3A/RPS3/RPS4X/RPL27A/RPL8/RPS4Y1/RPL13A/RPLP2/RPL21/RPL13/RPL27/RPL3"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",40,0.734444724184056,2.62471906021939,1.41885885014567e-10,8.03590057855232e-09,6.82274231768614e-09,832,"tags=38%, list=6%, signal=35%","CXCL2/CCL7/CXCL3/CXCL1/CCL20/CCL2/CCL3/CCL3L3/CCR1/CXCL10/CCL4/CXCR2/CXCR1/CCR5/CCRL2"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",155,0.474684265872419,2.13944520333309,4.38480465868749e-10,2.37542026292375e-08,2.0168094654375e-08,1208,"tags=22%, list=9%, signal=20%","CXCL2/CCL7/CXCL3/CXCL1/C3AR1/FFAR2/FPR2/CCL20/HCAR2/CCL2/CCL3/PTGER2/CCL3L3/CCR1/CXCL10/S1PR3/CCL4/F2/EDN1/HCAR3/C5AR1/CXCR2/CXCR1/ADRA2B/CYSLTR1/CCR5/FPR1/PROK2/CCRL2/ADORA2B/LPAR1/XK/GPR18/GPR35"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",85,0.586161618595064,2.41539629559735,7.11869199418012e-10,3.69578759364518e-08,3.13784449743466e-08,2388,"tags=49%, list=18%, signal=41%","CCL2/ITGAX/OSM/SOCS3/BCL6/CDKN1A/IL6/MCL1/PTGS2/IL1B/STAT1/TYK2/TIMP1/IL10/PIM1/VEGFA/IL1A/SOCS1/HSP90B1/FOXO3/HSP90AA1/ICAM1/HIF1A/VIM/CD36/HGF/BIRC5/LAMA5/ITGAM/ALOX5/AKT1/CEBPD/JAK2/RORA/MMP9/MYC/ZEB1/ANXA1/POU2F1/FOS/ITGB1/JAK1"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",59,-0.636845487139688,-2.48460343000253,9.04838079271991e-10,4.5097129870916e-08,3.82889376702464e-08,1709,"tags=58%, list=13%, signal=51%","EIF4EBP1/RPS23/EIF3F/RPS15A/EIF3B/PABPC1/RPS19/EIF4B/RPS26/RPS2/RPS7/RPS11/RPS17/EIF3I/RPS14/RPS20/RPS24/RPS5/RPS12/RPS21/RPS9/RPS27A/RPS10/RPS29/RPS8/RPS16/EIF3L/EIF3K/RPS6/RPS3A/RPS3/EIF3D/RPS4X/RPS4Y1"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",93,0.568071636486471,2.36816917952598,1.48230954646113e-09,7.10368344188681e-08,6.03125949066169e-08,832,"tags=24%, list=6%, signal=22%","CXCL2/CCL7/CXCL3/CXCL1/C3AR1/FPR2/CCL20/CCL2/CCL3/CCL3L3/CCR1/CXCL10/CCL4/F2/EDN1/C5AR1/CXCR2/CXCR1/CCR5/FPR1/PROK2/CCRL2"
"REACTOME_NEUTROPHIL_DEGRANULATION","REACTOME_NEUTROPHIL_DEGRANULATION",433,0.346415328227061,1.77732404805224,5.65013723642666e-09,2.60743370243986e-07,2.21379646105606e-07,1954,"tags=28%, list=15%, signal=24%","TLR2/CXCL1/PTX3/C3AR1/RNASE2/FPR2/TNFAIP6/ITGAX/PNP/CLEC5A/HPSE/GPR84/NFKB1/RAB10/FCAR/CR1/CD55/ATP11A/FCGR3B/NRAS/S100A8/FCER1G/SIRPB1/OLR1/DYNLL1/MGAM/S100A11/MNDA/PLAUR/S100A12/SLC2A5/RAP2C/C5AR1/HEXB/CXCR2/COPB1/HK3/GGH/CEACAM1/DNAJC3/LAIR1/CXCR1/IDH1/ATP11B/LGALS3/SIGLEC5/TRPM2/CDK13/HLA-C/FPR1/ADAM10/PLAC8/BST2/ATP6V1D/LYZ/RAP1A/YPEL5/FGL2/DYNLT1/HSP90AA1/DDX3X/CD53/PSMC2/FUCA2/GALNS/CSTB/GM2A/LILRA3/QPCT/NCSTN/CREG1/PSMD12/CD36/MAGT1/DEFA4/PSMA2/SIGLEC14/IQGAP1/CD14/LAMTOR3/SLCO4C1/MAPK14/PSMD14/PRKCD/LRG1/SLC2A3/NBEAL2/ITGAM/PTPRJ/CTSC/CD58/ALOX5/VAPA/FTL/SDCBP/RAB4B/CPNE1/CAT/ARSB/RNASE3/RAP2B/PSMD11/PLAU/S100P/CCT2/SLC11A1/C3/PRG2/MMP9/SELL/DOCK2/GRN/C6orf120/RHOG/GNS/STOM/BST1/CLEC4D/HVCN1/SLPI"
